Day,Date,Volume,Substrate:Inoculum,Location,Code,Inoculum,Foaming,Substrate,Replicate,pH,CH4_Yield_VS_added,CH4_Yield_VS_des,CH4_Yield_TCOD_added,TS,VS,CONDUCTIVITY,TCOD,SCOD,SCOD:TCOD,TKN,TN,INORGN,OrgN,TVFA,TALK,TANNIC,SULFATE,TAN,TP,FE,NI,CU,OP,OP:TP,TVFA.TALK,TAN:TKN,TCOD:TKN,TCOD:TN:TP,TCOD:SULFATE,FS.TS,VS.TS,FE(II).S,Fe(II):TP,HRTcrit,um,Kchen,K1,K2,Kt,T80,T90,lag,FoamPotential,CODremoved,SRBCOD,MethCOD,H2S_yield_gVSadded,H2S_yield_gVSdes,H2S_yield_gTCODadded,R^2_adj_Chen,R^2_adj_1st,R^2_adj_2nd,R^2_adj_Gompertz,HRTcrit_avg,um_avg,Kchen_avg,K1_avg,K2_avg,Kt_avg,T80_avg,T90_avg,lag_avg,K1_avg,K2_avg,R^2_adj_avg_Chen,R^2_adj_avg_1st,R^2_adj_avg_2nd,R^2_adj_avg_Gompertz,R^2_adj_avg_1stmod,B_pred_avg_Chen,B_pred_avg_1st,B_pred_avg_2nd,B_pred_avg_Gompertz,B_pred_avg_1stmod,B_R^2_adj_avg_pred_Chen,B_R^2_adj_avg_pred_1stmod,B_R^2_adj_avg_pred_1st,B_R^2_adj_avg_B_avg_pred_2nd,B_R^2_adj_pred_avg_Gompertz,B_R^2_adj_pred_avg_1stmod
Zero,8/9/2018,1000,90/10,Digester B,IW,Yes,Yes,EQ(90)+WEFFL(10) ,A,6.85,0.228585236,0.284436471,0.2828124,627.9178725,605.9458983,0.382696017,489.7603,150.7243333,0.307751227,0.9153,0.9529,0.11931,0.010465944,20.2495,4.184966667,2.48837,6.394,1.34397,4.96329,0.038903867,0.0072867,0.007076,1.76,0.354603499,4.838628743,1.46833825,535.0817218,103.5539334,76.59685643,0.034991796,0.965008204,0.010465944,0.013330046,-30.01972158,-0.033311435,-0.38644356,0.0266,0.9109,0.047297297,34.25970652,52.28010748,43.15151515,1.732674726,0.179294443,0.005526785,0.173767657,0.000627979,0.000781416,0.000776954,0.361741176,0.3179,0.6213,0.209488235,-2.03257329,-0.491987179,-1.335470085,0.0565,0.1874,0.054621849,8.664719268,30.38082292,22.97727273,NA,NA,0.8776,0.761129412,0.749058824,0.642888889,NA,0.15494903,0.17474274,0.165795427,0.150855598,0.084522243,-0.053219692,0.525804703,0.723712603,0.840476073,0.760458516,0.621162806
Zero,8/9/2018,1000,90/10,Digester B,IW,Yes,Yes,EQ(90)+WEFFL(10) ,B,6.55,0.064820354,0.161657227,0.080197656,627.9178725,605.9458983,0.318306072,489.7603,150.7243333,0.307751227,0.9153,0.9529,0.11931,0.010465944,20.2495,4.184966667,2.48837,6.394,1.34397,4.96329,0.038903867,0.0072867,0.007076,1.76,0.354603499,4.838628743,1.46833825,535.0817218,103.5539334,76.59685643,0.034991796,0.965008204,0.010465944,0.013330046,5.474658085,0.182659809,0.734753857,0.0784,0.0886,0.113846154,22.96042115,32.6702838,5.933333333,2.989457214,0.43691026,0.005402296,0.431507964,0.001007021,0.002511436,0.001245916,0.495461538,0.637381818,-0.010153846,0.599345455,-2.03257329,-0.491987179,-1.335470085,0.0565,0.1874,0.054621849,8.664719268,30.38082292,22.97727273,NA,NA,0.8776,0.761129412,0.749058824,0.642888889,NA,0.15494903,0.17474274,0.165795427,0.150855598,0.084522243,-0.053219692,0.621162806,0.723712603,0.840476073,0.760458516,0.621162806
Zero,8/9/2018,1000,90/10,Digester B,IW,Yes,Yes,EQ(90)+WEFFL(10) ,C,6.47,0.230822631,0.263060498,0.285580572,627.9178725,605.9458983,2.301936722,489.7603,150.7243333,0.307751227,0.9153,0.9529,0.11931,0.010465944,20.2495,4.184966667,2.48837,6.394,1.34397,4.96329,0.038903867,0.0072867,0.007076,1.76,0.354603499,4.838628743,1.46833825,535.0817218,103.5539334,76.59685643,0.034991796,0.965008204,0.010465944,0.013330046,NA,NA,NA,0.745,-0.0532,0.557692308,1.18601128,1.651948162,0,3.39775433,0.22350995,0.005004203,0.218505747,0.0040815,0.004651544,0.005049753,0.063,1,1,1,-2.03257329,-0.491987179,-1.335470085,0.0565,0.1874,0.054621849,8.664719268,30.38082292,22.97727273,NA,NA,0.8776,0.761129412,0.749058824,0.642888889,NA,0.15494903,0.17474274,0.165795427,0.150855598,0.084522243,-0.053219692,0.621162806,0.723712603,0.840476073,0.760458516,0.621162806
Zero,8/9/2018,1000,90/10,Digester B,IW,Yes,Yes,EQ(90)+WMID(10) ,A,6.1,0.316896374,0.377819835,0.385219061,627.4100823,605.5013546,2.496503919,498.1092667,150.8646,0.30287451,0.9176,0.951633333,0.09911,0.010623595,19.3203,4.296933333,2.426823333,6.3655,1.346713333,5.01092,0.039313867,0.0076284,0.007093,1.753333333,0.34990248,4.496299687,1.467647486,523.4256191,104.4569898,78.25139685,0.034919311,0.965080689,0.010623595,0.013342488,0.287747504,3.47526907,0.294065753,1.6021,-0.594,16.16666667,1.896172169,6.488893993,0.057400574,2.759544136,0.26577154,0.002626281,0.263145258,1.14E-06,1.36E-06,1.38E-06,0.29725,0.9495,0.95125,0.9804,-14.17916777,-0.070526001,-0.186922876,0.0558,0.2853,0.087438424,13.26539245,35.32903532,33.5,NA,NA,0.82355,0.383138462,0.296,0.28,NA,0.210793946,0.214144788,0.203189657,0.197853734,0.170421904,0.176343151,0.820075544,0.197359314,0.974931756,0.997407984,0.820075544
Zero,8/9/2018,1000,90/10,Digester B,IW,Yes,Yes,EQ(90)+WMID(10) ,B,5.97,0.111393201,0.147190408,0.135409515,627.4100823,605.5013546,0.822796436,498.1092667,150.8646,0.30287451,0.9176,0.951633333,0.09911,0.010623595,19.3203,4.296933333,2.426823333,6.3655,1.346713333,5.01092,0.039313867,0.0076284,0.007093,1.753333333,0.34990248,4.496299687,1.467647486,523.4256191,104.4569898,78.25139685,0.034919311,0.965080689,0.010623595,0.013342488,-21.42439024,-0.046675774,-0.758955677,0.0059,-0.7617,0.087438424,30.23904691,42.63756656,38.73333333,4.59687987,0.367058553,0.004421972,0.362636581,0.002114064,0.002793438,0.002569855,0.539444444,0.0184,0.076214286,0.236038462,-14.17916777,-0.070526001,-0.186922876,0.0558,0.2853,0.087438424,13.26539245,35.32903532,33.5,NA,NA,0.82355,0.383138462,0.296,0.28,NA,0.210793946,0.214144788,0.203189657,0.197853734,0.170421904,0.176343151,0.820075544,0.197359314,0.974931756,0.997407984,0.820075544
Zero,8/9/2018,1000,0/100,Digester B,EFFL,Yes,Yes,WEFFL(100),B,7.97,54.6786996,66.00920598,41.15592289,74.20870531,52.89354338,7.639903436,70.273,18.42733333,0.262224942,2.232,2.26,0.6,0.009781127,21.526,7.313666667,4.3541,7.483,2.3163,6.237,0.042550667,0.002505,0.001829,1.4,0.224466891,2.943256916,1.037768817,31.484319,4.985449381,9.391019645,0.287232635,0.712767365,0.009781127,0.011602169,12.58854719,0.079437284,0.210597254,0.059,0.0168,0.011299435,30.73315323,41.88106443,4.448928437,83.564937,0.447658892,0.035610405,0.412048487,0.000306276,0.000369742,0.00023053,0.497057143,0.3994,0.913207143,0.981892857,12.30322266,0.081279517,0.198436322,0.0505,0.776725926,0.011299435,31.4128536,42.60897106,6.262942081,-0.01977,0.79792,0.522364706,0.699155556,0.776725926,0.988185185,0.9417472,66.0025615,60.72866731,32.65599993,59.23847884,0.937866305,0.973837842,0.121699257,0.049583356,0.931936062,0.994338897,0.121699257
Zero,8/9/2018,1000,0/100,Digester B,EFFL,Yes,Yes,WEFFL(100),C,7.93,66.77863501,142.450497,50.26338178,74.20870531,52.89354338,7.613748201,70.273,18.42733333,0.262224942,2.232,2.26,0.6,0.009781127,21.526,7.313666667,4.3541,7.483,2.3163,6.237,0.042550667,0.002505,0.001829,1.4,0.224466891,2.943256916,1.037768817,31.484319,4.985449381,9.391019645,0.287232635,0.712767365,0.009781127,0.011602169,12.03759058,0.083073103,0.188118439,0.0624,0.0473,0.011299435,32.34736355,44.04459723,4.529761905,67.20719917,-0.118523473,0.028621804,-0.147145276,0.0162,0.000306276,0.000653339,0.497057143,0.9723,0.877889286,0.986178571,12.30322266,0.081279517,0.198436322,0.0505,0.776725926,0.011299435,31.4128536,42.60897106,6.262942081,-0.01977,0.79792,0.522364706,0.699155556,0.776725926,0.988185185,0.9417472,66.0025615,60.72866731,32.65599993,59.23847884,0.937866305,0.973837842,0.121699257,0.049583356,0.931936062,0.994338897,0.121699257
Zero,8/9/2018,1000,0/50,Digester B,MID,Yes,Yes,WMID(50),A,6,104.0802042,130.239002,71.75570655,34.56540161,24.22405301,6.553698123,35.1365,9.213666667,0.262224942,1.116,1.13,0.3,0.009781127,10.763,3.656833333,2.17705,3.7415,1.15815,3.1185,0.021275333,0.0012525,0.0009145,0.7,0.224466891,2.943256916,1.037768817,31.484319,9.970898761,9.391019645,0.299182076,0.700817924,0.009781127,0.011602169,10.80616479,0.09253977,0.078363765,0.0731,-0.2095,0.011299435,23.71215598,39.32929609,11.83060824,104.8095081,0.618430976,0.059140922,0.559290055,0.001355213,0.001695823,0.000934321,0.438332143,0.9714,0.930581818,0.967562963,12.40202396,0.080632,0.038489666,0.0011,0.964948148,0.013471178,18.10998891,28.50262248,6.877072569,-0.01552,4.92791,0.80735,0.981333333,0.964948148,0.97927037,0.8968789,74.66143661,74.6624146,73.86835635,66.59559459,41.58772082,0.997654881,0.894993469,0.961107095,0.996568045,0.901447361,0.894993469
Zero,8/9/2018,1000,0/50,Digester B,MID,Yes,Yes,WMID(50),B,5.98,38.28156412,138.7734361,26.39234524,34.56540161,24.22405301,6.594771119,35.1365,9.213666667,0.262224942,1.116,1.13,0.3,0.009781127,10.763,3.656833333,2.17705,3.7415,1.15815,3.1185,0.021275333,0.0012525,0.0009145,0.7,0.224466891,2.943256916,1.037768817,31.484319,9.970898761,9.391019645,0.299182076,0.700817924,0.009781127,0.011602169,11.31107433,0.088408932,0.063617278,0.0838,0.0049,0.011299435,34.39239849,46.88972507,2.93859841,52.86750587,0.064363269,0.025542242,0.038821027,0.000319552,0.001158399,0.000220308,0.719114286,0.983117857,0,0.980451852,12.40202396,0.080632,0.038489666,0.0011,0.964948148,0.013471178,18.10998891,28.50262248,6.877072569,-0.01552,4.92791,0.80735,0.981333333,0.964948148,0.97927037,0.8968789,74.66143661,74.6624146,73.86835635,66.59559459,41.58772082,0.997654881,0.894993469,0.961107095,0.996568045,0.901447361,0.894993469
Zero,8/9/2018,1000,0/50,Digester B,MID,Yes,Yes,WMID(50),C,5.99,81.6254755,211.8777884,56.27480954,34.56540161,24.22405301,6.344826197,35.1365,9.213666667,0.262224942,1.116,1.13,0.3,0.009781127,10.763,3.656833333,2.17705,3.7415,1.15815,3.1185,0.021275333,0.0012525,0.0009145,0.7,0.224466891,2.943256916,1.037768817,31.484319,9.970898761,9.391019645,0.299182076,0.700817924,0.009781127,0.011602169,8.272742268,0.120878902,0.09969394,0.0892,-0.2037,0.026086957,27.47069731,40.48463868,6.657109722,89.47453946,-0.024034836,0.010249313,-0.034284149,2.16E-05,0.002311876,0.000614035,0.596768182,0.975640909,0.997490909,0.9652,12.40202396,0.080632,0.038489666,0.0011,0.964948148,0.013471178,18.10998891,28.50262248,6.877072569,-0.01552,4.92791,0.80735,0.981333333,0.964948148,0.97927037,0.8968789,74.66143661,74.6624146,73.86835635,66.59559459,41.58772082,0.997654881,0.894993469,0.961107095,0.996568045,0.901447361,0.894993469
Zero,8/9/2018,1000,0/50,Digester B,EFFL,Yes,Yes,WEFFL(10),A,7.2,69.38011311,148.3054703,52.22147941,7.420870531,5.289354338,2.581058499,7.0273,1.842733333,0.262224942,0.2232,0.226,0.06,0.009781127,2.1526,0.731366667,0.43541,0.7483,0.23163,0.6237,0.004255067,0.0002505,0.0001829,0.14,0.224466891,2.943256916,1.037768817,31.484319,49.85449381,9.391019645,0.287232635,0.712767365,0.009781127,0.011602169,3.377544725,0.296073059,0.456621005,0.1359,-0.1289,0.113846154,19.00807293,29.90308785,0.738423029,94.51501729,0.505357676,0.056375991,0.448981686,0.000367948,0.000786519,0.00027695,0.357184615,0.9573,0.99285,0.980283333,-19.85980589,-0.050352959,-0.077573501,0.0011,14.531,0.023049645,33.53564854,42.03165935,6.877072569,-0.01949,2.42884,0.572172727,0.981333333,0.8488,0.988185185,0.7542911,52.31737363,49.52837494,76.14020779,47.56952561,15.78706289,0.996527963,0.845760521,0.991096076,0.851008262,0.851008262,0.845760521
Zero,8/9/2018,1000,0/50,Digester B,EFFL,Yes,Yes,WEFFL(10),B,7.22,36.19357675,61.43215884,27.24241916,7.420870531,5.289354338,2.309154015,7.0273,1.842733333,0.262224942,0.2232,0.226,0.06,0.009781127,2.1526,0.731366667,0.43541,0.7483,0.23163,0.6237,0.004255067,0.0002505,0.0001829,0.14,0.224466891,2.943256916,1.037768817,31.484319,49.85449381,9.391019645,0.287232635,0.712767365,0.009781127,2.1526,9.161026404,0.109158074,0.405943006,0.0543,0.0033,0.023049645,41.26137355,47.18570043,0.79301676,117.7580177,0.635421855,0.056948045,0.578473809,0.000876829,0.001488261,0.000659977,0.484104348,0.8563,0.863854545,0.863854545,-19.85980589,-0.050352959,-0.077573501,0.0011,14.531,0.023049645,33.53564854,42.03165935,6.877072569,-0.01949,2.42884,0.572172727,0.981333333,0.8488,0.988185185,0.7542911,52.31737363,49.52837494,76.14020779,47.56952561,15.78706289,0.996527963,0.845760521,0.991096076,0.851008262,0.851008262,0.845760521
Zero,8/9/2018,1000,0/50,Digester B,MID,Yes,Yes,WMID(10),A,5.92,60.92073184,139.3336757,93.73393276,6.913080322,4.844810602,2.404162053,3.1488,1.8751,0.595496697,0.2255,0.2278,0.00232,0.009763427,1.2234,0.8937,0.43332,0.7198,0.2521,0.67131,0.0040856,0.0008804,0.0009295,0.14,0.208547467,1.368915744,1.117960089,13.96363636,20.5905639,4.374548486,0.299182076,0.700817924,0.009763427,1.2234,-0.68479712,-1.460286516,-0.295377345,0.2668,0.2823,0.015151515,46.3912329,52.19561645,13.14218382,173.7425043,-0.214430894,0.108049416,-0.32248031,0.001378706,0.003153281,0.002121307,0.76105,0.9012,-0.098333333,0,-302.7251185,-0.003303327,-0.078277886,0.0525,0.007,0.015151515,41.51065611,49.88299208,15.68525814,NA,NA,-0.055027778,0.980631579,0.97975,0.118937037,NA,45.82680354,50.08229611,52.74959098,43.93362207,4.135394184,0.987251009,0.717200027,0.947772358,0.917589296,0.917589296,0.717200027
Zero,8/9/2018,1000,0/50,Digester B,MID,Yes,Yes,WMID(10),B,5.92,40.06348565,96.58637453,61.64253049,6.913080322,4.844810602,1.454949338,3.1488,1.8751,0.595496697,0.2255,0.2278,0.00232,0.009763427,1.2234,0.8937,0.43332,0.7198,0.2521,0.67131,0.0040856,0.0008804,0.0009295,0.14,0.208547467,1.368915744,1.117960089,13.96363636,20.5905639,4.374548486,0.299182076,0.700817924,0.009763427,0.010350022,-587.8607595,-0.001701083,-0.215326974,0.1385,0.0531,0.404761905,14.11731019,17.41754206,2.235014652,70.16728809,-1.137004573,0.018043699,-1.155048272,0.000203418,0.000490408,0.000312984,0.2341,0.9534,0.926666667,0.674111111,-302.7251185,-0.003303327,-0.078277886,0.0525,0.007,0.015151515,41.51065611,49.88299208,15.68525814,NA,NA,-0.055027778,0.980631579,0.97975,0.118937037,NA,45.82680354,50.08229611,52.74959098,43.93362207,4.135394184,0.987251009,0.717200027,0.947772358,0.917589296,0.917589296,0.717200027
Final,8/9/2018,1000,90/10,Digester B,IW,Yes,Yes,EQ(90)+WEFFL(10) ,A,7.48,0.228585236,0.284436471,0.2828124,139.1519967,118.9820242,5.842099991,401.949,92.9215,0.231177338,1.135,1.202,0.0674,0.010798601,21.134,10.805,1.7729,2.354,2.464,6.91748,0.014778,0.006913,0.003968,1.4,0.20238584,1.955946321,2.17092511,354.1400881,48.34132753,170.7514868,0.144949214,0.855050786,0.010798601,0.003633091,-30.01972158,-0.033311435,-0.38644356,0.0266,0.9109,0.047297297,34.25970652,52.28010748,43.15151515,1.732674726,0.179294443,0.005526785,0.173767657,0.000627979,0.000781416,0.000776954,0.361741176,0.3179,0.6213,0.209488235,-2.03257329,-0.491987179,-1.335470085,0.0565,0.1874,0.054621849,8.664719268,30.38082292,22.97727273,NA,NA,0.8776,0.761129412,0.749058824,0.642888889,NA,0.15494903,0.17474274,0.165795427,0.150855598,0.084522243,-0.053219692,0.621162806,0.723712603,0.840476073,0.760458516,0.621162806
Final,8/9/2018,1000,90/10,Digester B,IW,Yes,Yes,EQ(90)+WEFFL(10) ,B,6.45,0.064820354,0.161657227,0.080197656,382.6950709,362.9773121,3.993804978,275.779,70.711,0.256404585,1.35,1.36,0.01,0.015391716,19.993,5.194,2.0185,2.445,2.8264,6.24358,0.021878,0.005173,0.003028,2,0.320329042,3.849249134,2.09362963,204.2807407,32.47794959,112.793047,0.05152342,0.94847658,0.015391716,0.005959125,5.474658085,0.182659809,0.734753857,0.0784,0.0886,0.113846154,22.96042115,32.6702838,5.933333333,2.989457214,0.43691026,0.005402296,0.431507964,0.001007021,0.002511436,0.001245916,0.495461538,0.637381818,-0.010153846,0.599345455,-2.03257329,-0.491987179,-1.335470085,0.0565,0.1874,0.054621849,8.664719268,30.38082292,22.97727273,NA,NA,0.8776,0.761129412,0.749058824,0.642888889,NA,0.15494903,0.17474274,0.165795427,0.150855598,0.084522243,-0.053219692,0.621162806,0.723712603,0.840476073,0.760458516,0.621162806
Final,8/9/2018,1000,90/10,Digester B,IW,Yes,Yes,EQ(90)+WEFFL(10) ,C,7.5,0.230822631,0.263060498,0.285580572,93.10187006,74.25821483,2.977768234,380.294,61.793,0.162487444,1.193,1.241,0.0483,0.023310871,17.246,3.747,2.1211,2.736,2.3797,7.59638,0.037078,0.003253,0.002038,1.6,0.210626641,4.602615426,1.994719195,318.7711651,40.34047525,138.996345,0.202398246,0.797601754,0.023310871,0.008300766,NA,NA,NA,0.745,-0.0532,0.557692308,1.18601128,1.651948162,0,3.39775433,0.22350995,0.005004203,0.218505747,0.0040815,0.004651544,0.005049753,0.063,1,1,1,-2.03257329,-0.491987179,-1.335470085,0.0565,0.1874,0.054621849,8.664719268,30.38082292,22.97727273,NA,NA,0.8776,0.761129412,0.749058824,0.642888889,NA,0.15494903,0.17474274,0.165795427,0.150855598,0.084522243,-0.053219692,0.621162806,0.723712603,0.840476073,0.760458516,0.621162806
Final,8/9/2018,1000,90/10,Digester B,IW,Yes,Yes,EQ(90)+WMID(10) ,A,7.6,0.316896374,0.377819835,0.385219061,116.4334766,97.6371123,1.578830238,365.726,81.196,0.222013201,1.309,1.364,0.0552,0.029264227,18.388,4.362,2.3492,4.413,1.7882,6.11228,0.075078,0.006453,0.004258,2.6,0.425373183,4.215497478,1.366080978,279.3934301,43.86702932,82.87468842,0.161434365,0.838565635,0.029264227,0.020889017,0.287747504,3.47526907,0.294065753,1.6021,-0.594,16.16666667,1.896172169,6.488893993,0.057400574,2.759544136,0.26577154,0.002626281,0.263145258,1.14E-06,1.36E-06,1.38E-06,0.29725,0.9495,0.95125,0.9804,-14.17916777,-0.070526001,-0.186922876,0.0558,0.2853,0.087438424,13.26539245,35.32903532,33.5,NA,NA,0.82355,0.383138462,0.296,0.28,NA,0.210793946,0.214144788,0.203189657,0.197853734,0.170421904,0.176343151,0.820075544,0.197359314,0.974931756,0.997407984,0.820075544
Final,8/9/2018,1000,90/10,Digester B,IW,Yes,Yes,EQ(90)+WMID(10) ,B,7.4,0.111393201,0.147190408,0.135409515,175.2237989,147.2599863,0.280463189,315.274,64.454,0.204438044,0.79,0.822,0.0322,0.030388755,18.639,3.219,2.3321,3.078,1.8948,5.87188,0.054378,0.006483,0.004828,2.6,0.44278834,5.790307549,2.398481013,399.0810127,65.31894592,102.4282001,0.159589124,0.840410876,0.030388755,0.015749059,-21.42439024,-0.046675774,-0.758955677,0.0059,-0.7617,0.087438424,30.23904691,42.63756656,38.73333333,4.59687987,0.367058553,0.004421972,0.362636581,0.002114064,0.002793438,0.002569855,0.539444444,0.0184,0.076214286,0.236038462,-14.17916777,-0.070526001,-0.186922876,0.0558,0.2853,0.087438424,13.26539245,35.32903532,33.5,NA,NA,0.82355,0.383138462,0.296,0.28,NA,0.210793946,0.214144788,0.203189657,0.197853734,0.170421904,0.176343151,0.820075544,0.197359314,0.974931756,0.997407984,0.820075544
Final,8/9/2018,1000,0/100,Digester B,EFFL,Yes,Yes,WEFFL(100),B,7.65,54.6786996,66.00920598,41.15592289,20.93711345,9.079197698,7.738590258,38.81466667,33.661,0.86722373,2.91,3.013,0.104,0.015364492,6.021,11.947,2.1584,3.748,2.7235,2.2862,0.033478,0.009073,0.009228,2.6,1.137258333,0.503975894,0.935910653,13.33837342,5.634851936,10.35610103,0.566358671,0.433641329,0.015364492,0.024903124,12.58854719,0.079437284,0.210597254,0.059,0.0168,0.011299435,30.73315323,41.88106443,4.448928437,83.564937,0.447658892,0.035610405,0.412048487,0.000306276,0.000369742,0.00023053,0.497057143,0.3994,0.913207143,0.981892857,12.30322266,0.081279517,0.198436322,0.0505,0.776725926,0.011299435,31.4128536,42.60897106,6.262942081,-0.01977,0.79792,0.522364706,0.699155556,0.776725926,0.988185185,0.9417472,66.0025615,60.72866731,32.65599993,59.23847884,0.937866305,0.973837842,0.121699257,0.049583356,0.931936062,0.994338897,0.121699257
Final,8/9/2018,1000,0/100,Digester B,EFFL,Yes,Yes,WEFFL(100),C,7.65,66.77863501,142.450497,50.26338178,45.74520747,28.09785153,7.87706516,78.602,59.42,0.755960408,2.591,2.677,0.0863,0.001918579,5.909,10.796,3.4736,4.481,3.3182,4.07898,0.004998,0.004453,0.005738,2.4,0.58838239,0.547332345,1.280663836,30.33654959,7.198361443,17.54117385,0.385774968,0.614225032,0.001918579,0.002083787,12.03759058,0.083073103,0.188118439,0.0624,0.0473,0.011299435,32.34736355,44.04459723,4.529761905,67.20719917,-0.118523473,0.028621804,-0.147145276,0.0162,0.000306276,0.000653339,0.497057143,0.9723,0.877889286,0.986178571,12.30322266,0.081279517,0.198436322,0.0505,0.776725926,0.011299435,31.4128536,42.60897106,6.262942081,-0.01977,0.79792,0.522364706,0.699155556,0.776725926,0.988185185,0.9417472,66.0025615,60.72866731,32.65599993,59.23847884,0.937866305,0.973837842,0.121699257,0.049583356,0.931936062,0.994338897,0.121699257
Final,8/9/2018,1000,0/50,Digester B,MID,Yes,Yes,WMID(50),A,7.58,104.0802042,130.239002,71.75570655,10.01038596,4.86545578,7.131082337,13.407,9.962,0.743044678,1.2,1.256,0.0561,0.004590565,5.074,5.797,2.413,0.64,1.4154,3.52078,0.001708,0.001503,0.002038,1.4,0.39763916,0.875280317,1.1795,11.1725,3.031817682,20.9484375,0.513959222,0.486040778,0.004590565,0.000825007,10.80616479,0.09253977,0.078363765,0.0731,-0.2095,0.011299435,23.71215598,39.32929609,11.83060824,104.8095081,0.618430976,0.059140922,0.559290055,0.001355213,0.001695823,0.000934321,0.438332143,0.9714,0.930581818,0.967562963,12.40202396,0.080632,0.038489666,0.0011,0.964948148,0.013471178,18.10998891,28.50262248,6.877072569,-0.01552,4.92791,0.80735,0.981333333,0.964948148,0.97927037,0.8968789,74.66143661,74.6624146,73.86835635,66.59559459,41.58772082,0.997654881,0.894993469,0.961107095,0.996568045,0.901447361,0.894993469
Final,8/9/2018,1000,0/50,Digester B,MID,Yes,Yes,WMID(50),B,7.5,38.28156412,138.7734361,26.39234524,27.45125901,17.54168883,7.1655148,32.875,9.694,0.294874525,1.309,1.345,0.0356,0.016025314,2.825,4.716,1.221,2.402,1.2608,2.12408,0.022378,0.003953,0.004898,1,0.470792061,0.599024597,0.963177998,25.11459129,11.50727806,13.68651124,0.360987821,0.639012179,0.016025314,0.017916738,11.31107433,0.088408932,0.063617278,0.0838,0.0049,0.011299435,34.39239849,46.88972507,2.93859841,52.86750587,0.064363269,0.025542242,0.038821027,0.000319552,0.001158399,0.000220308,0.719114286,0.983117857,0,0.980451852,12.40202396,0.080632,0.038489666,0.0011,0.964948148,0.013471178,18.10998891,28.50262248,6.877072569,-0.01552,4.92791,0.80735,0.981333333,0.964948148,0.97927037,0.8968789,74.66143661,74.6624146,73.86835635,66.59559459,41.58772082,0.997654881,0.894993469,0.961107095,0.996568045,0.901447361,0.894993469
Final,8/9/2018,1000,0/50,Digester B,MID,Yes,Yes,WMID(50),C,7.56,81.6254755,211.8777884,56.27480954,23.32252611,14.89178717,6.891255981,35.981,7.476,0.207776326,1.882,1.98,0.0984,0.01018864,7.716,4.671,1.2364,3.204,1.1572,3.37218,0.018978,0.003233,0.003868,1.4,0.415161705,1.651894669,0.61487779,19.11849097,5.388864836,11.23002497,0.361484811,0.638515189,0.01018864,0.0095708,8.272742268,0.120878902,0.09969394,0.0892,-0.2037,0.026086957,27.47069731,40.48463868,6.657109722,89.47453946,-0.024034836,0.010249313,-0.034284149,2.16E-05,0.002311876,0.000614035,0.596768182,0.975640909,0.997490909,0.9652,12.40202396,0.080632,0.038489666,0.0011,0.964948148,0.013471178,18.10998891,28.50262248,6.877072569,-0.01552,4.92791,0.80735,0.981333333,0.964948148,0.97927037,0.8968789,74.66143661,74.6624146,73.86835635,66.59559459,41.58772082,0.997654881,0.894993469,0.961107095,0.996568045,0.901447361,0.894993469
Final,8/9/2018,1000,0/50,Digester B,EFFL,Yes,Yes,WEFFL(10),A,7.65,69.38011311,148.3054703,52.22147941,4.740778813,2.814894013,3.640185641,3.476,2.031,0.58429229,0.22,0.261,0.041,0.061442183,1.181,1.487,0.4215,0.157,0.33852,1.54458,0.005608,0.000531,0.00079,0.8,0.517940152,0.794216543,1.538727273,15.8,8.622413642,22.14012739,0.406238063,0.593761937,0.061442183,0.006174562,3.377544725,0.296073059,0.456621005,0.1359,-0.1289,0.113846154,19.00807293,29.90308785,0.738423029,94.51501729,0.505357676,0.056375991,0.448981686,0.000367948,0.000786519,0.00027695,0.357184615,0.9573,0.99285,0.980283333,-19.85980589,-0.050352959,-0.077573501,0.0011,14.531,0.023049645,33.53564854,42.03165935,6.877072569,-0.01949,2.42884,0.572172727,0.981333333,0.8488,0.988185185,0.7542911,52.31737363,49.52837494,76.14020779,47.56952561,15.78706289,0.996527963,0.845760521,0.991096076,0.851008262,0.851008262,0.845760521
Final,8/9/2018,1000,0/50,Digester B,EFFL,Yes,Yes,WEFFL(10),B,7.65,36.19357675,61.43215884,27.24241916,3.538683692,2.173060596,1.926231183,2.562,0.934,0.364558938,0.148,0.175,0.0269,NA,0.592,1.215,0.1052,0.151,0.17469,0.86796,NA,NA,NA,0.4,0.46085073,0.487242798,1.180337838,17.31081081,16.86713673,16.96688742,0.385912733,0.614087267,NA,0.592,9.161026404,0.109158074,0.405943006,0.0543,0.0033,0.023049645,41.26137355,47.18570043,0.79301676,117.7580177,0.635421855,0.056948045,0.578473809,0.000876829,0.001488261,0.000659977,0.484104348,0.8563,0.863854545,0.863854545,-19.85980589,-0.050352959,-0.077573501,0.0011,14.531,0.023049645,33.53564854,42.03165935,6.877072569,-0.01949,2.42884,0.572172727,0.981333333,0.8488,0.988185185,0.7542911,52.31737363,49.52837494,76.14020779,47.56952561,15.78706289,0.996527963,0.845760521,0.991096076,0.851008262,0.851008262,0.845760521
